name,city,latitude,longitude,url
Poom,Seoul,37.54903,126.98341,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/poom
Soigné,Seoul,37.49816,127.002,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/soigne
Table for Four,Seoul,37.49769,126.99442,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/table-for-four
Zero Complex,Seoul,37.49417,126.9948,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/zero-complex
Jin Jin,Seoul,37.55777,126.91324,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/jin-jin
Gotgan,Seoul,37.52212,126.92022,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/gotgan
Hill Street Tai Hwa Pork Noodle,Singapore,1.3052,103.8624,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/hill-street-tai-hwa-pork-noodle
Putien (Kitchener Road),Singapore,1.30969,103.8573,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/putien-kitchener-road
Chef Kang's,Singapore,1.304735,103.84955,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/chef-kang-s
Garibaldi,Singapore,1.296564,103.855,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/garibaldi
Summer Pavilion,Singapore,1.291284,103.8603,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/summer-pavilion
Shinji (Bras Basah Road),Singapore,1.2959028,103.8539,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/shinji-bras-basah-road
The Song of India,Singapore,1.310767,103.8353,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/the-song-of-india
Lei Garden,Singapore,1.295228,103.8521,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/lei-garden501509
Whitegrass,Singapore,1.295452,103.8516,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/whitegrass
Jaan,Singapore,1.293184,103.8529,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/jaan
Labyrinth,Singapore,1.2899688,103.8562,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/labyrinth
Cut,Singapore,1.2853268,103.8607,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/cut
Alma,Singapore,1.309123,103.834,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/alma
Béni,Singapore,1.302379,103.8366,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/beni
Crystal Jade Golden Palace,Singapore,1.303244,103.8353,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/crystal-jade-golden-palace
